prepared_sample_id,split,status,group_id,export_batch,timestamp_dir,sample_dir,tif_name,image_hash,mark_count,duplicate_count,classes_present
78709__2025_02_06_11_21_39_830540__25588,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,25588,s-78709-1a0006.tif,75587e11f5d3c97830e89f4b2abbbe26fa46ce19,0,1,
102455__2025_03_20_09_17_15_98408__196845,train,groups_but_zero_marks,102455,cases_export_1775094268776,2025_03_20_09_17_15_98408,196845,s-102455-1b0005.tif,76111304078d8025c5b749480c18403f36b4e546,0,1,
96650__2025_02_07_13_43_15_586952__6665718,test,annotated_nonzero,96650,cases_export_1775094268776,2025_02_07_13_43_15_586952,6665718,s-96650-1b0002.tif,772862c7ec7727dd2a7da8ce2eccedf264df4483,228,1,严重损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
78192__2025_02_06_11_04_02_84862__6303198,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,6303198,s-78192-1a0015.tif,782b21cb8cd5599ba4e61b06bfc99d62ec6c8d71,64,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线
95128__2025_02_07_11_25_31_373289__706100,train,annotated_nonzero,95128,cases_export_1775094268776,2025_02_07_11_25_31_373289,706100,s-95128-1b0008.tif,789aa872f7b86f24783ffdeddfdb0419f4380203,96,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
101773__2026_01_27_11_03_03_380136__6373068,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,6373068,s-101773-1b0011.tif,7ba34a7fdb9d83a3c34947b10e901867e1b58599,230,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|脂滴|Z线|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__5446083,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,5446083,s-101720-1a0016.tif,7bdfce504249367a65533eff76b5268699693932,254,1,严重损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|T管|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__4870288,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,4870288,s-101720-1a0015.tif,7dd9585fae4c604a6655ca384f49f10184883040,59,1,健康线粒体
102238__2025_09_29_14_42_32_51334__4267955,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,4267955,s-102238-1b0020.tif,7e6d449d306ddce8670d69e3bc92f3f508f8bd76,176,1,健康线粒体|Z线|M线|心肌侧管
95988__2025_03_20_17_08_19_605178__6379497,train,groups_but_zero_marks,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,6379497,s-95988-1a0005.tif,7ebfbc53071666542ee6b2824267d272c7e4c9b3,0,1,
,,template_only_no_mark_tables,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,9093511,76355-1b0005.tif,7fcf635fbc319fe1e5392d8f23ba540148b6990d,0,1,
101297__2025_03_20_14_38_57_432942__5232536,train,groups_but_zero_marks,101297,cases_export_1775094268776,2025_03_20_14_38_57_432942,5232536,s-101297-1a0003.tif,803966bbef8659bb7de031c91e0d1e26c5c22b4f,0,1,
106363__2025_09_26_15_55_36_591464__2409771,train,annotated_nonzero,106363,cases_export_1775094268776,2025_09_26_15_55_36_591464,2409771,10636310.tif,80668642fe5ab31c71ca04aac89fefe2b3437d6f,11,1,Z线|M线
102478__2025_03_20_09_25_50_775130__7075599,train,groups_but_zero_marks,102478,cases_export_1775094268776,2025_03_20_09_25_50_775130,7075599,s-102478-1a0002.tif,81c0a40fea7fcbf02a39b65c135dd8144386b984,0,1,
95128__2025_02_07_11_25_31_373289__5802574,train,groups_but_zero_marks,95128,cases_export_1775094268776,2025_02_07_11_25_31_373289,5802574,s-95128-1b0006.tif,823d04bcaf070fdfd19e856dea67b53f0b03af9f,0,1,
109395__2025_12_16_17_05_22_689098__4219268,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,4219268,E10939517.tif,831f5247496aed4cbf13a613367e26e52be21a0c,286,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
102238__2025_09_29_14_42_32_51334__8529730,test,groups_but_zero_marks,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,8529730,s-102238-1b0018.tif,8374e7bdc414672f79c244068e603d6b8fe064a5,0,1,
101720__2025_02_07_13_56_22_742686__5976309,val,groups_but_zero_marks,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,5976309,s-101720-1a0003.tif,8382e9d72aa9eb61a467db8522135114cedd2b95,0,1,
102238__2025_09_29_14_42_32_51334__1503865,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,1503865,s-102238-1b0019.tif,84bc0df221c501a1d82ea4e8847b3aa2ca7ca39f,127,1,健康线粒体|肌浆网|Z线|M线|心肌侧管
95988__2025_03_20_17_08_19_605178__7291977,train,groups_but_zero_marks,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,7291977,s-95988-1b0002.tif,85fac1c7e166e66d0ee5da01fbb5f311aa9ddbd3,0,1,
102455__2025_03_20_09_17_15_98408__206739,train,groups_but_zero_marks,102455,cases_export_1775094268776,2025_03_20_09_17_15_98408,206739,s-102455-1b0013.tif,86674e5124f53e81e3da40aa5737333b123e52b9,0,1,
102270__2025_03_20_09_34_30_738210__2703704,train,groups_but_zero_marks,102270,cases_export_1775094268776,2025_03_20_09_34_30_738210,2703704,s-102270-1b0025.tif,87a14a3d78c568bb2b48c27713b0abc76b3ae8ef,0,1,
78192__2025_02_06_11_04_02_84862__6502459,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,6502459,s-78192-1a0012.tif,88912e4aca3f0987004d2cbc73c3ad54d973b77f,209,1,严重损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
100727__2025_09_29_09_59_10_133471__1859979,train,annotated_nonzero,100727,cases_export_1775094268776,2025_09_29_09_59_10_133471,1859979,s-100727-1b0001.tif,892f2c9cac7927161f412cee01e00560ffe77ba2,207,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|M线|心肌侧管
78709__2025_02_06_11_21_39_830540__7356521,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,7356521,s-78709-1a0017.tif,8a35be6db0eba713cf7d0e65446e08ae45b12980,0,1,
101720__2025_02_07_13_56_22_742686__83093,val,groups_but_zero_marks,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,83093,s-101720-1a0006.tif,8a3a9b0eafb018c5a7c12c45e2cccb096f158f02,0,1,
78192__2025_02_06_11_04_02_84862__2312100,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,2312100,s-78192-1a0008.tif,8a9486ee90607f89d44359c35db119cbfe5ba601,56,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
100952__2025_03_20_14_44_37_811870__2917780,test,annotated_nonzero,100952,cases_export_1775094268776,2025_03_20_14_44_37_811870,2917780,s-100952-1a0004.tif,8b3271c201868cd07f5b70b5b7201f7ddf947266,272,2,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
102238__2025_09_29_14_42_32_51334__3696301,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,3696301,s-102238-1b0012.tif,8c75df49ddfd7271a88104a1b5b7b4e31f21dedc,224,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
78709__2025_02_06_11_21_39_830540__9228288,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,9228288,s-78709-1a0023.tif,8cefec2b4e4708588973231f2ad23bfdf914ddd7,0,1,
102487__2025_03_20_09_21_52_702063__8425281,train,groups_but_zero_marks,102487,cases_export_1775094268776,2025_03_20_09_21_52_702063,8425281,s-102487-1a0019.tif,8d5cf92fe9d29f0b8215dbf8f1b4cc312d38d593,0,1,
102270__2025_03_20_09_34_30_738210__864986,train,groups_but_zero_marks,102270,cases_export_1775094268776,2025_03_20_09_34_30_738210,864986,s-102270-1b0026.tif,8e05858bf965e006e929f4bd174cc176ade5096b,0,1,
101165__2025_09_29_13_55_19_785892__1643986,train,annotated_nonzero,101165,cases_export_1775094268776,2025_09_29_13_55_19_785892,1643986,s-101165-1a0004.tif,8e8a895ec8dd07c050d0971c72fed0516bada7d2,97,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|M线|心肌侧管
99574__2025_02_07_13_49_55_661479__2085948,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,2085948,s-99574-1a0024.tif,90b741c38b1d65a66210eb0c58a43e791384c5a3,0,1,
73539__2025_02_06_10_51_34_380279__2410670,test,groups_but_zero_marks,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,2410670,s-73539-1a0003 (2).tif,91a889241f9493698e537fcfed0c99defef8eea9,0,1,
76355__2025_09_21_21_24_34_307417__8649449,val,groups_but_zero_marks,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,8649449,76355-1b0001.tif,925bc34b13a16ab97a6737352b1a4ceaf4c498f0,0,1,
76355__2025_09_21_21_24_34_307417__3315573,val,annotated_nonzero,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,3315573,76355-1b0009.tif,9304cd9b2d429919e48a7c0dd1a60530d87b141b,31,1,健康线粒体|Z线|M线|心肌侧管
100963__2025_09_29_13_51_14_561253__8539537,train,annotated_nonzero,100963,cases_export_1775094268776,2025_09_29_13_51_14_561253,8539537,s-1009630006.tif,936e6550286d29063e1e633a539f0a3504e9e0c4,8,1,健康线粒体
99574__2025_02_07_13_49_55_661479__2066817,train,annotated_nonzero,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,2066817,s-99574-1a0006.tif,937c5b58136f0c4c0a57812adb14481b7a441449,254,1,健康线粒体|脂滴|Z线|M线|心肌侧管
82765__2025_02_06_15_24_06_973921__2231603,train,groups_but_zero_marks,82765,cases_export_1775094268776,2025_02_06_15_24_06_973921,2231603,s-82765-1b0006.tif,945272571d115cd9cacade1e51e6778198662be2,0,1,
96650__2025_02_07_13_43_15_586952__338488,test,annotated_nonzero,96650,cases_export_1775094268776,2025_02_07_13_43_15_586952,338488,s-96650-1a0002.tif,94cda365ad3267ffb25e9f021ed795c5bd6093d3,304,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
100963__2025_09_29_13_51_14_561253__4163531,train,groups_but_zero_marks,100963,cases_export_1775094268776,2025_09_29_13_51_14_561253,4163531,s-1009630008.tif,94d08aa645a82f9695a10d6dfc24fa4f34347e5f,0,1,
99574__2025_02_07_13_49_55_661479__236412,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,236412,s-99574-1a0002.tif,952395edca253bc58e271d2c4bc3a54cae802c81,0,1,
102238__2025_09_29_14_42_32_51334__4412843,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,4412843,s-102238-1b0013.tif,957c6781008ec40daa8525918c7bc0273bec7caf,231,1,健康线粒体|Z线|M线|心肌侧管
96650__2025_02_07_13_43_15_586952__9997948,test,annotated_nonzero,96650,cases_export_1775094268776,2025_02_07_13_43_15_586952,9997948,s-96650-1a0005.tif,9605c3f86f2d604ae30120f1d481aeaeecfc6140,249,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
99574__2025_02_07_13_49_55_661479__9392764,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,9392764,s-99574-1a0021.tif,964f2bf80a638da27d5404232dfef8bc38bccd76,0,1,
101297__2025_03_20_14_38_57_432942__1054742,train,groups_but_zero_marks,101297,cases_export_1775094268776,2025_03_20_14_38_57_432942,1054742,s-101297-1a0007.tif,965c5d4fa138dd947e41c62ef623619d480bd765,0,1,
99574__2025_02_07_13_49_55_661479__4086110,train,annotated_nonzero,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,4086110,s-99574-1a0030.tif,97b5eda77017715980b236de89619bb089659d5a,179,1,健康线粒体|Z线|M线|心肌侧管
101431__2025_03_20_13_36_27_466882__2929475,train,annotated_nonzero,101431,cases_export_1775094268776,2025_03_20_13_36_27_466882,2929475,s-101431-1a0006.tif,97c46b47452d2467f0d40e4b12e5b3417e175872,176,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|Z线|M线|心肌侧管
101773__2026_01_27_11_03_03_380136__6350246,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,6350246,s-101773-1b0012.tif,9a4b81d09fd60db92fe84e83407ba0a5049d5483,172,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
95128__2025_02_07_11_25_31_373289__7246090,train,annotated_nonzero,95128,cases_export_1775094268776,2025_02_07_11_25_31_373289,7246090,s-95128-1b0005.tif,9a51dee3c64821396d113c5da86af537e59a91fc,69,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|Z线样物质堆积|Z线|T管|M线|心肌侧管
76355__2025_09_21_21_24_34_307417__3599450,val,groups_but_zero_marks,76355,cases_export_1775094268776,2025_09_21_21_24_34_307417,3599450,76355-1b0011.tif,9b2f077475727561a5aed18d16718bd3e94e7f90,0,1,
100963__2025_09_29_13_51_14_561253__8404226,train,groups_but_zero_marks,100963,cases_export_1775094268776,2025_09_29_13_51_14_561253,8404226,s-1009630004.tif,9b3f157bef34d3a0c0e5ac4430ad25f28fb9de2a,0,1,
,,template_only_no_mark_tables,101685,cases_export_1775094268776,2025_03_20_08_38_48_765312,433263,s-101685-1a0020.tif,9c68b63f5e808db49d53bf3928c08bf881853a42,0,1,
78709__2025_02_06_11_21_39_830540__8703061,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,8703061,s-78709-1a0025.tif,9cfe24a489f6f947dfdf175dbb0229df8acf9387,0,1,
101720__2025_02_07_13_56_22_742686__9412644,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,9412644,s-101720-1a0020.tif,9dd7c09229ece25ef1282e4e80d42aa8c907aab7,366,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
,,template_only_no_mark_tables,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,4889551,s-1005190002.tif,9ebdfaa4c8171df75680d5fcfc3275fc1d870be4,0,1,
101581__2025_07_24_13_54_36_303072__1758121,train,annotated_nonzero,101581,cases_export_1775094268776,2025_07_24_13_54_36_303072,1758121,s-101581-1b0004.tif,9f66df17e93bd9ab1352ed39c4340f432af21d26,256,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|T管|M线|心肌侧管
78709__2025_02_06_11_21_39_830540__8009851,train,groups_but_zero_marks,78709,cases_export_1775099769937,2025_02_06_11_21_39_830540,8009851,s-78709-1a0026.tif,9f95d69679614ce46a165e085f9d53393616a3ec,0,1,
101720__2025_02_07_13_56_22_742686__2844383,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,2844383,s-101720-1a0001.tif,9ff4c2b3052cddc0bef5dc4b415647d88ec48814,360,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|脂滴|Z线|T管|M线|心肌侧管
101165__2025_03_20_14_42_35_303909__4246664,train,annotated_nonzero,101165,cases_export_1775094268776,2025_03_20_14_42_35_303909,4246664,s-101165-1a0005.tif,a163f53e6bd1b0f78ac7e2eac3f818f6d4f1ad5d,247,2,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|T管|M线|心肌侧管
78192__2025_02_06_11_04_02_84862__9703097,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,9703097,s-78192-1b0005.tif,a2f4ca857c7dae8d49386c96e9a3b9d002c7779e,60,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
78192__2025_02_06_11_04_02_84862__3604027,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,3604027,s-78192-1a0010.tif,a33957742317fbc61296c455f817dada09db6d75,336,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
98307__2025_03_20_15_37_04_74162__1465529,train,groups_but_zero_marks,98307,cases_export_1775094268776,2025_03_20_15_37_04_74162,1465529,s-98307-1a0007.tif,a3dc9dc9b9b122f144c441da6ccd586d790fbf8a,0,1,
99574__2025_02_07_13_49_55_661479__8229849,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,8229849,s-99574-1a0009.tif,a42ff8b7c6dcb834bf291c126e5b931acae40a32,0,1,
99575__2025_02_07_13_52_08_837875__961606,val,annotated_nonzero,99575,cases_export_1775094268776,2025_02_07_13_52_08_837875,961606,s-99575-1b0004.tif,a53f47b1a9d1434ea1d174bc9f1a28482f098259,106,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|Z线样物质堆积|脂滴|Z线|M线|心肌侧管
101297__2025_03_20_14_38_57_432942__7656860,train,groups_but_zero_marks,101297,cases_export_1775094268776,2025_03_20_14_38_57_432942,7656860,s-101297-1a0002.tif,a5425d56b87392cd3b4f3852ac9499a3419902a7,0,1,
101720__2025_02_07_13_56_22_742686__3679039,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,3679039,s-101720-1b0006.tif,a881725e892569c9176d2195acbb4d89f99e1c74,431,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|闰盘|Z线|T管|M线|心肌侧管
101773__2026_01_27_11_03_03_380136__6076405,val,annotated_nonzero,101773,cases_export_1775094268776,2026_01_27_11_03_03_380136,6076405,s-101773-1b0002.tif,a91cb84f4edf0c9a2c02b095b67ff4407d581a65,241,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|T管|M线|心肌侧管
98915__2025_03_20_15_34_48_592480__6520836,train,groups_but_zero_marks,98915,cases_export_1775094268776,2025_03_20_15_34_48_592480,6520836,s-98915-1b0001.tif,a9291b92b83827da9a798d046a19c69d5b6cd015,0,1,
102487__2025_03_20_09_21_52_702063__2483339,train,groups_but_zero_marks,102487,cases_export_1775094268776,2025_03_20_09_21_52_702063,2483339,s-102487-1a0016.tif,a9ca6ae4523673aa0b37bb3fdc618fa83b7d8a84,0,1,
102238__2025_09_29_14_42_32_51334__8546221,test,annotated_nonzero,102238,cases_export_1775094268776,2025_09_29_14_42_32_51334,8546221,s-102238-1b0017.tif,aa13f17d8ac40050fea80d60eb1303e638efcf5b,194,1,健康线粒体|Z线|M线|心肌侧管
78192__2025_02_06_11_04_02_84862__6530712,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,6530712,s-78192-1a0007 (2).tif,aa399c982410a97b0732a14985ca62128119319d,249,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|T管|M线|心肌侧管
100538__2025_02_07_13_53_31_253108__4941541,test,annotated_nonzero,100538,cases_export_1775094268776,2025_02_07_13_53_31_253108,4941541,s-100538-1a0001.tif,aa7ecd7f3f26131a683de2e1058d280702dc3659,281,2,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线样物质堆积|Z线|T管|M线|心肌侧管
95988__2025_03_20_17_08_19_605178__3753640,train,groups_but_zero_marks,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,3753640,s-95988-1b0003.tif,ab181015f613acf6d824a865cf610e75261bd72e,0,1,
101720__2025_02_07_13_56_22_742686__1036486,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,1036486,s-101720-1b0010.tif,abb23ba91dd054e3665a6da7cfec1a3f6585075c,331,1,健康线粒体|肌浆网|闰盘|脂滴|Z线|M线|心肌侧管
,,template_only_no_mark_tables,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,5706842,s-1005190007.tif,abb61f9046d097edb1a0d7fa51f8ee5421dace38,0,1,
99574__2025_02_07_13_49_55_661479__2228987,train,groups_but_zero_marks,99574,cases_export_1775094268776,2025_02_07_13_49_55_661479,2228987,s-99574-1a0011.tif,aca01820f482f84e04fd238d55c32e54e31775f2,0,1,
95128__2025_02_07_11_25_31_373289__5913494,train,annotated_nonzero,95128,cases_export_1775094268776,2025_02_07_11_25_31_373289,5913494,s-95128-1b0011.tif,aca901bd4d9989b09a959f210ce813850a0488e8,104,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|肌浆网|闰盘|Z线|T管|M线|心肌侧管
100538__2025_02_07_13_53_31_253108__8414805,test,annotated_nonzero,100538,cases_export_1775094268776,2025_02_07_13_53_31_253108,8414805,s-100538-1b0004.tif,ae702586a345f55186001cdaffdfd53dc2915c01,54,2,中度损伤线粒体|健康线粒体|Z线|M线
98915__2025_03_20_15_34_48_592480__4421535,train,groups_but_zero_marks,98915,cases_export_1775094268776,2025_03_20_15_34_48_592480,4421535,s-98915-1b0004.tif,af0b2b41f9c918a88b11c3304c429d77345c0384,0,1,
101720__2025_02_07_13_56_22_742686__7597373,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,7597373,s-101720-1a0024.tif,af56c1629f8f51b01b5e33a69eb947a4c4c24df3,197,1,健康线粒体|肌浆网|Z线|M线|心肌侧管
73539__2025_02_06_10_51_34_380279__284151,test,annotated_nonzero,73539,cases_export_1775099769937,2025_02_06_10_51_34_380279,284151,s-73539-1b0001 (2).tif,b0f42b0207c409a4960317d3508bce43c840a08e,259,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
99575__2025_02_07_13_52_08_837875__2162847,val,annotated_nonzero,99575,cases_export_1775094268776,2025_02_07_13_52_08_837875,2162847,s-99575-1b0005.tif,b1c618f453cc1b42adde3ea2b3029e54e473648f,106,1,中度损伤线粒体|健康线粒体|自噬线粒体|Z线|M线|心肌侧管
100538__2025_02_07_13_53_31_253108__7389821,test,annotated_nonzero,100538,cases_export_1775094268776,2025_02_07_13_53_31_253108,7389821,s-100538-1a0009.tif,b2e356e450fdf693e8d08becb213091f3ae4d886,109,2,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|肌浆网|Z线|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__330994,val,annotated_nonzero,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,330994,s-101720-1a0025.tif,b3beaadac263e8b3604113aa21697b0c565e6f9e,474,1,中度损伤线粒体|健康线粒体|Z线|T管|M线|心肌侧管
101431__2025_03_20_13_36_27_466882__9599679,train,groups_but_zero_marks,101431,cases_export_1775094268776,2025_03_20_13_36_27_466882,9599679,s-101431-1a0005.tif,b405fd931183fa2325d63c24547dabad37b6b843,0,1,
,,template_only_no_mark_tables,101685,cases_export_1775094268776,2025_03_20_08_38_48_765312,2081808,s-101685-1a0011.tif,b424df85076232e57a0b78a1fe76ae50b6029f2e,0,1,
109395__2025_12_16_17_05_22_689098__9174177,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,9174177,E10939516.tif,b5299b5d0c9813c6c65eeb84e59113aaab302e67,850,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|Z线|M线|心肌侧管
95988__2025_03_20_17_08_19_605178__7818697,train,groups_but_zero_marks,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,7818697,s-95988-1a0006.tif,b5949679bccb1d0e85239b356ed45721ba703f0d,0,1,
95988__2025_03_20_17_08_19_605178__7654833,train,groups_but_zero_marks,95988,cases_export_1775094268776,2025_03_20_17_08_19_605178,7654833,s-95988-1a0004.tif,b5e441b6f06b0c43348fd7492788670b62ba517a,0,1,
78192__2025_02_06_11_04_02_84862__6177191,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,6177191,s-78192-1a0020.tif,b5f87a88f213f3d58b24f43d697841f5dab4987b,267,1,中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
101581__2025_07_24_13_54_36_303072__4563306,train,annotated_nonzero,101581,cases_export_1775094268776,2025_07_24_13_54_36_303072,4563306,s-101581-1b0003.tif,b733ee19e3a7c53a5f06191ae489d8c034d864fd,316,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|自噬线粒体|肌浆网|脂滴|Z线|T管|M线|心肌侧管
101431__2025_03_20_13_36_27_466882__9802930,train,groups_but_zero_marks,101431,cases_export_1775094268776,2025_03_20_13_36_27_466882,9802930,s-101431-1a0011.tif,b765604f1449167e17a890406d8f459b19ef185f,0,1,
78192__2025_02_06_11_04_02_84862__8665127,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,8665127,s-78192-1a0002 (2).tif,b76b5a05e83794f2a8ce39c874d8e2f767eb7b57,302,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|Z线|M线|心肌侧管
102966__2025_04_23_09_15_22_574073__7086880,train,annotated_nonzero,102966,cases_export_1775094268776,2025_04_23_09_15_22_574073,7086880,s-102966-1a0016.tif,b838bda68680d5ff8ec0f857d65025c2fb110ddf,226,1,健康线粒体|肌浆网|闰盘|Z线|M线|心肌侧管
102270__2025_03_20_09_34_30_738210__7028224,train,groups_but_zero_marks,102270,cases_export_1775094268776,2025_03_20_09_34_30_738210,7028224,s-102270-1b0022.tif,b83e57cc4f58c6a7c70d6a95b9c2ac5c9f93c20a,0,1,
78192__2025_02_06_11_04_02_84862__750585,train,groups_but_zero_marks,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,750585,s-78192-1a0009.tif,b870a7729bca4a3c7fd7efb96a99c437eb1d91e5,0,1,
78192__2025_02_06_11_04_02_84862__2582276,train,annotated_nonzero,78192,cases_export_1775099769937,2025_02_06_11_04_02_84862,2582276,s-78192-1a0004 (2).tif,b884bb9f50157075b88f9b998b9e89c964642e71,319,1,严重损伤线粒体|健康线粒体|Z线|M线|心肌侧管
101720__2025_02_07_13_56_22_742686__7215175,val,groups_but_zero_marks,101720,cases_export_1775094268776,2025_02_07_13_56_22_742686,7215175,s-101720-1a0011.tif,b88c9ba3663b0175be36204a40ef3155f83d4acb,0,1,
109395__2025_12_16_17_05_22_689098__5307474,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,5307474,E10939514.tif,b9c582cab19ed2a7bdb8adf5aa6e386fe12daa2c,903,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|Z线|M线|心肌侧管
,,template_only_no_mark_tables,101685,cases_export_1775094268776,2025_03_20_08_38_48_765312,2114235,s-101685-1a0019.tif,b9d95db2c4d1aa920601377d82b16554ba1183f9,0,1,
109395__2025_12_16_17_05_22_689098__6671949,val,annotated_nonzero,109395,cases_export_1775094268776,2025_12_16_17_05_22_689098,6671949,E10939502.tif,b9eeda635d3cf3f68e96ac5a15ed3e45d9c29f27,780,1,严重损伤线粒体|中度损伤线粒体|健康线粒体|肌浆网|脂滴|Z线|M线|心肌侧管
,,template_only_no_mark_tables,100519,cases_export_1775094268776,2025_09_24_08_31_30_664190,5842431,s-1005190010.tif,bae96f30294b7070668960c5aaa08ab380bf9033,0,1,
